baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene
671.1854462,1.026571249,0.240644949,4.26591647,1.99E-05,0.000266118,ENSG00000189190
35.26609579,1.154787322,0.35147337,3.285561354,0.001017794,0.006611594,ENSG00000242779
2670.901272,1.680258537,0.49411488,3.400542275,0.000672523,0.00473893,ENSG00000130844
1.708111318,1.359742552,0.550664263,2.469276913,0.013538641,0.048895484,ENSG00000279794
23.67822683,1.582063662,0.395327385,4.00190759,6.28E-05,0.000688056,ENSG00000127903
94.44020373,1.08888737,0.185326502,5.875508124,4.22E-09,1.77E-07,ENSG00000178229
108.2457874,1.601290735,0.225368845,7.105200076,1.20E-12,1.12E-10,ENSG00000131845
16.78517701,1.271730873,0.325500396,3.907002542,9.34E-05,0.000959635,ENSG00000152433
93.21197358,1.108469239,0.160253067,6.916992361,4.61E-12,3.88E-10,ENSG00000105136
2.530660262,1.32978535,0.531014508,2.504235442,0.012271634,0.045520583,ENSG00000232926
16.34988123,1.50674224,0.25404474,5.93101136,3.01E-09,1.31E-07,ENSG00000279278
6.27859539,1.689452498,0.621007214,2.720503822,0.006518252,0.028195417,ENSG00000253590
69.15567071,1.23762174,0.254777073,4.857665281,1.19E-06,2.41E-05,ENSG00000100095
1472.457234,1.137014289,0.404234279,2.81276069,0.004911819,0.022618381,ENSG00000099985
5.729039877,1.151157157,0.287035795,4.010500349,6.06E-05,0.000669202,ENSG00000273350
3.95263436,1.166030432,0.4528658,2.574781384,0.010030346,0.039172156,ENSG00000242082
6.302168965,1.199961417,0.424482133,2.826883216,0.004700347,0.021842495,ENSG00000218357
